id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
2	2	16	16	27	11	0	11	0	0
1	4	0	0	47	29	7	47	25	0
3	5	88	88	118	30	0	30	0	0
4	3	277	277	294	17	0	17	0	0
5	2	337	337	350	13	0	13	0	0
6	2	401	401	421	17	3	20	6	0
7	5	488	488	516	28	0	28	0	0
8	14	592	592	749	84	73	157	146	0
9	1	755	755	764	9	0	9	0	0
10	4	882	882	926	24	20	44	40	0
11	3	1253	1253	1279	21	5	26	10	0
12	0	1374	1374	1378	4	0	4	0	0
13	7	1567	1567	1624	48	9	57	18	0
14	0	1781	1781	1784	3	0	3	0	0
15	0	1956	1956	1960	4	0	4	0	0
16	8	2033	2033	2077	44	0	44	0	0
17	6	2199	2199	2251	41	11	52	22	0
18	0	2340	2340	2342	2	0	2	0	0
19	1	2562	2562	2572	10	0	10	0	0
20	6	2576	2576	2615	38	1	39	2	0
21	14	2723	2723	2826	83	20	103	40	0
22	9	3011	3011	3082	51	20	71	40	0
23	1	3136	3136	3179	11	32	43	64	0
24	7	3145	3145	3201	45	1	56	12	0
25	0	3371	3371	3374	3	0	3	0	0
26	22	3419	3419	3542	114	9	123	18	0
29	2	3592	3592	3616	14	0	24	10	0
27	2	3571	3571	3618	15	0	47	32	0
28	6	3584	3584	3637	37	0	53	16	0
31	0	4045	4045	4060	3	12	15	24	0
30	5	4023	4023	4063	36	1	40	5	0
32	4	4196	4196	4221	25	0	25	0	0
33	4	4319	4319	4344	25	0	25	0	0
34	2	4604	4604	4639	22	13	35	26	0
35	1	4792	4792	4799	7	0	7	0	0
36	0	4940	4940	4941	1	0	1	0	0
37	7	4951	4951	5024	40	33	73	66	0
38	7	5127	5127	5179	42	10	52	20	0
39	4	5444	5444	5474	29	1	30	2	0
40	0	5711	5711	5715	3	1	4	2	0
41	7	5733	5733	5780	39	8	47	16	0
42	13	5826	5826	5899	71	2	73	4	0
43	1	5929	5929	5952	8	15	23	30	0
45	0	6024	6024	6026	2	0	2	0	0
44	6	5997	5997	6034	35	0	37	2	0
46	3	6043	6043	6063	19	1	20	2	0
47	1	6432	6432	6441	9	0	9	0	0
48	5	6782	6782	6845	34	29	63	58	0
49	3	6960	6960	6977	17	0	17	0	0
50	1	7045	7045	7084	12	22	39	49	0
51	8	7047	7047	7107	48	2	60	14	0
52	3	7464	7464	7494	20	10	30	20	0
53	1	7495	7495	7520	14	11	25	22	0
54	5	7512	7512	7565	38	15	53	30	0
55	8	8055	8055	8193	54	84	138	168	0
56	0	8236	8236	8260	10	7	24	21	0
58	5	8268	8268	8309	28	0	41	13	0
57	3	8245	8245	8339	32	42	94	104	0
59	8	8319	8319	8418	50	4	99	53	0
61	2	8423	8423	8436	13	0	13	0	0
60	12	8342	8342	8485	77	21	143	87	0
62	1	8567	8567	8575	7	1	8	2	0
63	2	8707	8707	8719	12	0	12	0	0
64	6	8773	8773	8820	38	9	47	18	0
66	0	8927	8927	8930	3	0	3	0	0
65	4	8830	8830	8935	37	65	105	133	0
67	10	9051	9051	9122	59	12	71	24	0
69	0	9430	9430	9432	2	0	2	0	0
70	4	9432	9432	9458	21	0	26	5	0
71	2	9459	9459	9491	18	14	32	28	0
68	8	9379	9379	9498	56	22	119	85	0
72	5	9609	9609	9648	28	11	39	22	0
73	1	9745	9745	9755	10	0	10	0	0
0	0	0	0	10001	7953	0	10001	2048	0
