id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	34	8	26	34	52	0
2	0	110	110	163	44	9	53	18	0
3	0	433	433	434	1	0	1	0	0
4	0	469	469	525	48	8	56	16	0
5	0	640	640	679	17	22	39	44	0
6	0	880	880	911	31	0	31	0	0
7	0	982	982	1019	27	10	37	20	0
8	0	1103	1103	1116	13	0	13	0	0
10	0	1145	1145	1147	2	0	2	0	0
9	0	1131	1131	1195	32	32	64	64	0
11	0	1319	1319	1344	25	0	25	0	0
12	0	1609	1609	1610	1	0	1	0	0
13	0	1906	1906	2147	73	166	241	334	0
14	0	2130	2130	2368	116	122	238	244	0
15	0	2807	2807	2812	5	0	5	0	0
16	0	3026	3026	3049	23	0	23	0	0
18	0	3305	3305	3327	12	0	22	10	0
17	0	3194	3194	3340	95	39	146	90	0
19	0	3438	3438	3452	14	0	14	0	0
20	0	3692	3692	3763	59	12	71	24	0
21	0	3906	3906	3927	21	0	21	0	0
22	0	3949	3949	3950	1	0	1	0	0
23	0	4175	4175	4253	78	0	78	0	0
24	0	4519	4519	4624	78	27	105	54	0
27	0	4763	4769	4786	13	0	23	10	6
26	0	4761	4761	4859	39	0	98	59	0
25	0	4664	4664	4864	97	65	200	168	0
28	0	5376	5376	5402	26	0	26	0	0
29	0	5420	5420	5485	62	3	65	6	0
30	0	5712	5712	5744	19	13	32	26	0
32	0	5874	5874	5898	23	0	24	1	0
31	0	5868	5868	5902	9	15	34	40	0
33	0	6567	6567	6569	2	0	2	0	0
35	0	6631	6631	6716	49	3	85	39	0
36	0	6726	6726	6740	4	0	14	10	0
34	0	6629	6629	6741	46	34	112	100	0
37	0	6743	6743	6773	30	0	30	0	0
38	0	6822	6822	6860	15	23	38	46	0
40	0	6857	6857	6965	41	42	108	109	0
39	0	6841	6841	6968	52	69	127	144	0
41	0	7076	7076	7108	32	0	32	0	0
42	0	7111	7111	7126	15	0	15	0	0
43	0	7160	7160	7277	77	17	117	57	0
45	0	7284	7284	7316	28	4	32	8	0
44	0	7231	7231	7336	47	34	105	92	0
47	0	7440	7440	7441	1	0	1	0	0
46	0	7431	7431	7455	22	1	24	3	0
48	0	7526	7526	7568	27	0	42	15	0
49	0	7533	7533	7611	52	16	78	42	0
50	0	7660	7660	7667	7	0	7	0	0
51	0	7870	7870	7889	7	12	19	24	0
52	0	7936	7936	7940	4	0	4	0	0
53	0	7970	7970	8003	23	0	33	10	0
54	0	7985	7985	8004	11	0	19	8	0
55	0	8332	8332	8441	76	0	109	33	0
56	0	8349	8349	8477	69	30	128	89	0
57	0	8489	8489	8562	62	11	73	22	0
58	0	8620	8620	8644	24	0	24	0	0
59	0	8657	8657	8698	41	0	41	0	0
60	0	9299	9299	9335	25	11	36	22	0
61	0	9347	9347	9378	23	8	31	16	0
62	0	9379	9379	9455	19	57	76	114	0
63	0	9519	9519	9537	18	0	18	0	0
64	0	9714	9714	9736	15	7	22	14	0
65	0	9919	9919	9928	9	0	9	0	0
0	0	0	0	10119	8034	0	10119	2085	0
