id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	34	8	26	34	52	0
2	2	110	110	163	44	9	53	18	0
3	0	433	433	434	1	0	1	0	0
4	2	469	469	525	48	8	56	16	0
5	0	640	640	679	17	22	39	44	0
6	2	880	880	911	31	0	31	0	0
7	0	982	982	1019	27	10	37	20	0
8	0	1103	1103	1116	13	0	13	0	0
10	0	1145	1145	1147	2	0	2	0	0
9	1	1131	1131	1195	32	32	64	64	0
11	1	1319	1319	1344	25	0	25	0	0
12	0	1609	1609	1610	1	0	1	0	0
13	2	1906	1906	2147	73	166	241	334	0
14	5	2130	2130	2368	116	122	238	244	0
15	0	2807	2807	2812	5	0	5	0	0
16	1	3026	3026	3049	23	0	23	0	0
18	0	3305	3305	3317	12	0	12	0	0
17	4	3194	3194	3340	95	39	146	90	0
19	0	3438	3438	3452	14	0	14	0	0
20	3	3692	3692	3763	59	12	71	24	0
21	1	3906	3906	3927	21	0	21	0	0
22	0	3949	3949	3950	1	0	1	0	0
23	5	4175	4175	4253	78	0	78	0	0
24	4	4519	4519	4624	78	27	105	54	0
27	0	4763	4763	4776	13	0	13	0	0
26	2	4761	4761	4819	39	0	58	19	0
25	4	4664	4664	4871	97	65	207	175	0
28	1	5376	5376	5402	26	0	26	0	0
29	3	5420	5420	5485	62	3	65	6	0
30	0	5712	5712	5744	19	13	32	26	0
32	1	5874	5874	5898	23	0	24	1	0
31	0	5868	5868	5907	9	15	39	45	0
33	0	6567	6567	6569	2	0	2	0	0
35	3	6631	6631	6716	49	3	85	39	0
36	0	6726	6726	6730	4	0	4	0	0
34	1	6629	6629	6741	46	34	112	100	0
37	1	6743	6743	6773	30	0	30	0	0
38	0	6822	6822	6860	15	23	38	46	0
39	1	6841	6841	6964	52	69	123	140	0
40	0	6857	6857	6970	41	42	113	114	0
41	2	7076	7076	7108	32	0	32	0	0
42	0	7111	7111	7126	15	0	15	0	0
43	4	7160	7160	7277	77	17	117	57	0
45	1	7284	7284	7331	28	4	47	23	0
44	2	7231	7231	7336	47	34	105	92	0
47	0	7440	7440	7441	1	0	1	0	0
46	0	7431	7431	7455	22	1	24	3	0
48	1	7526	7526	7583	27	0	57	30	0
49	2	7533	7533	7605	52	16	72	36	0
50	0	7660	7660	7667	7	0	7	0	0
51	0	7870	7870	7889	7	12	19	24	0
52	0	7936	7936	7940	4	0	4	0	0
54	0	7985	7985	7996	11	0	11	0	0
53	0	7970	7970	8004	23	0	34	11	0
55	3	8332	8332	8456	76	0	124	48	0
56	4	8349	8349	8477	69	30	128	89	0
57	3	8489	8489	8562	62	11	73	22	0
58	1	8620	8620	8644	24	0	24	0	0
59	2	8657	8657	8698	41	0	41	0	0
60	0	9299	9299	9335	25	11	36	22	0
61	1	9347	9347	9378	23	8	31	16	0
62	1	9379	9379	9455	19	57	76	114	0
63	1	9519	9519	9537	18	0	18	0	0
64	0	9714	9714	9736	15	7	22	14	0
65	0	9919	9919	9928	9	0	9	0	0
0	0	0	0	10119	8034	0	10119	2085	0
