id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
2	0	16	16	30	14	0	14	0	0
1	0	0	0	60	39	7	60	28	0
3	0	88	88	128	40	0	40	0	0
4	0	277	277	300	23	0	23	0	0
5	0	337	337	355	18	0	18	0	0
6	0	401	401	426	22	3	25	6	0
7	0	488	488	525	37	0	37	0	0
9	0	755	755	767	12	0	12	0	0
8	0	592	592	788	111	73	196	158	0
10	0	882	882	935	33	20	53	40	0
11	0	1253	1253	1286	28	5	33	10	0
12	0	1374	1374	1380	6	0	6	0	0
13	0	1567	1567	1639	63	9	72	18	0
14	0	1781	1781	1785	4	0	4	0	0
15	0	1956	1956	1962	6	0	6	0	0
16	0	2033	2033	2091	58	0	58	0	0
17	0	2199	2199	2264	54	11	65	22	0
18	0	2340	2340	2343	3	0	3	0	0
19	0	2562	2562	2575	13	0	13	0	0
20	0	2576	2576	2628	51	1	52	2	0
21	0	2723	2723	2854	111	20	131	40	0
22	0	3011	3011	3098	67	20	87	40	0
23	0	3136	3136	3182	14	32	46	64	0
24	0	3145	3145	3219	60	1	74	15	0
25	0	3371	3371	3375	4	0	4	0	0
27	0	3571	3571	3619	20	0	48	28	0
29	0	3592	3619	3638	19	0	46	27	27
26	0	3419	3419	3639	152	9	220	77	0
28	0	3584	3592	3668	49	0	84	35	8
31	0	4045	4045	4060	3	12	15	24	0
30	0	4023	4023	4073	46	1	50	5	0
32	0	4196	4196	4229	33	0	33	0	0
33	0	4319	4319	4352	33	0	33	0	0
34	0	4604	4604	4645	28	13	41	26	0
35	0	4792	4792	4801	9	0	9	0	0
36	0	4940	4940	4941	1	0	1	0	0
37	0	4951	4951	5037	53	33	86	66	0
38	0	5127	5127	5193	56	10	66	20	0
39	0	5444	5444	5483	38	1	39	2	0
40	0	5711	5711	5716	4	1	5	2	0
41	0	5733	5733	5792	51	8	59	16	0
42	0	5826	5826	5922	94	2	96	4	0
43	0	5929	5929	5955	11	15	26	30	0
45	0	6024	6024	6026	2	0	2	0	0
46	0	6043	6043	6069	25	1	26	2	0
44	0	5997	5997	6070	46	0	73	27	0
47	0	6432	6432	6444	12	0	12	0	0
48	0	6782	6782	6856	45	29	74	58	0
49	0	6960	6960	6982	22	0	22	0	0
50	0	7045	7045	7103	16	22	58	64	0
51	0	7047	7047	7126	63	2	79	18	0
52	0	7464	7464	7514	26	10	50	34	0
53	0	7495	7495	7544	18	11	49	42	0
54	0	7512	7512	7582	51	15	70	34	0
55	0	8055	8055	8212	73	84	157	168	0
58	0	8268	8268	8306	37	0	38	1	0
56	0	8236	8236	8320	13	7	84	78	0
57	0	8245	8245	8433	43	42	188	187	0
61	0	8423	8453	8470	17	0	47	30	30
59	0	8319	8320	8481	66	4	162	100	1
60	0	8342	8362	8542	102	21	200	119	20
62	0	8567	8567	8576	8	1	9	2	0
63	0	8707	8707	8722	15	0	15	0	0
64	0	8773	8773	8838	50	9	65	24	0
65	0	8830	8830	8944	49	65	114	130	0
66	0	8927	8927	8947	3	0	20	17	0
67	0	9051	9051	9143	80	12	92	24	0
69	0	9430	9430	9432	2	0	2	0	0
70	0	9432	9432	9467	28	0	35	7	0
71	0	9459	9467	9505	24	14	46	36	8
68	0	9379	9379	9529	74	22	150	98	0
72	0	9609	9609	9657	37	11	48	22	0
73	0	9745	9745	9758	13	0	13	0	0
0	0	0	0	10016	7535	0	10016	2481	0
